Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Arad,26.2512038,50.6326852,Hi Bread,26.254837,50.629799,Bakery
Arad,26.2512038,50.6326852,loco sweet,26.256368091638507,50.63369945551236,Fondue Restaurant
Arad,26.2512038,50.6326852,Golden Kunafa Corner,26.256108232861447,50.632814377988225,Dessert Shop
Arad,26.2512038,50.6326852,Tükişh Seveet Antab Arad,26.25619,50.634827,Dessert Shop
Arad,26.2512038,50.6326852,Star Caffix,26.25585,50.633636,Cafeteria
Arad,26.2512038,50.6326852,Twister Land Cafteria,26.255878382855894,50.632313114889634,Sandwich Place
Arad,26.2512038,50.6326852,زعفران,26.255847,50.633545,Tea Room
Arad,26.2512038,50.6326852,Mustafa Pastries,26.256333,50.635069,Middle Eastern Restaurant
Arad,26.2512038,50.6326852,زعفران,26.255406,50.632362,Tea Room
Arad,26.2512038,50.6326852,Al Naeem Grills,26.256101197250675,50.63436376204882,Middle Eastern Restaurant
Askar,26.0572253,50.6170822,المبروك,26.05802,50.6173,Cafeteria
Askar,26.0572253,50.6170822,VIII Octo Cafe (الثامن),26.055475,50.617444,Café
Askar,26.0572253,50.6170822,BIG CHEF,26.058076,50.617304,Burger Joint
Askar,26.0572253,50.6170822,كفتيريا بابا بوتمبه,26.056858,50.619095,Cafeteria
Awali,26.0834264,50.5489052,Esquires,26.088594903755418,50.54844235287945,Café
Budaiya,26.2156292,50.4523545,Farmer's Market,26.2147504689795,50.4528619867083,Farmers Market
Budaiya,26.2156292,50.4523545,Hafez Grills,26.214883211330783,50.45047774254304,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,Hermano Sweets,26.215765,50.450424,Ice Cream Shop
Budaiya,26.2156292,50.4523545,مطعم ريناد الدمشقية,26.216379,50.44666,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,Safeer restaurant,26.21299825630987,50.451034398511574,Burger Joint
Budaiya,26.2156292,50.4523545,Alwali Grills,26.212811205007895,50.45109023510632,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,King Karak Cafeteria,26.21427723990283,50.45082740988139,Cafeteria
Budaiya,26.2156292,50.4523545,خباز الوشام,26.216669,50.446622,Bakery
Budaiya,26.2156292,50.4523545,Koshari Factory,26.214322,50.450579,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,كرك السبعينات,26.211355,50.451324,Tea Room
Budaiya,26.2156292,50.4523545,Middle East Restaurant,26.21371808729877,50.450926116780074,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,Umm Aziz Pastries & Broasted,26.21292671764083,50.450918282853266,Restaurant
Budaiya,26.2156292,50.4523545,BU KHALAF COFFEE SHOP (قهوة بو خلف الشعبية),26.21272124417936,50.45080721590576,Café
Budaiya,26.2156292,50.4523545,Mama Zalikha,26.214333,50.450714,Breakfast Spot
Budaiya,26.2156292,50.4523545,Sheeshal Gate,26.212173,50.450436,Fast Food Restaurant
Budaiya,26.2156292,50.4523545,قهوة العظماء 502,26.215574,50.449638,Coffee Shop
Budaiya,26.2156292,50.4523545,قهوه في مدري وين في البديع 😂,26.21256,50.450761,Café
Budaiya,26.2156292,50.4523545,Al Karama Sandwich,26.210074,50.451695,Sandwich Place
Budaiya,26.2156292,50.4523545,Burger Gate,26.211082,50.451482,Burger Joint
Budaiya,26.2156292,50.4523545,كبابي,26.211712,50.451081,Kebab Restaurant
Budaiya,26.2156292,50.4523545,Al Door Burger,26.2118,50.450902,Sandwich Place
Budaiya,26.2156292,50.4523545,Wahid Pastries,26.209951,50.45165,Bakery
Budaiya,26.2156292,50.4523545,Dr House Resturants & Grills,26.211236,50.451408,Lebanese Restaurant
Budaiya,26.2156292,50.4523545,خباز جهان ارا - البديع,26.212808720341567,50.45097886490867,Bakery
Budaiya,26.2156292,50.4523545,مطعم ام النعسان,26.210262,50.451678,Seafood Restaurant
Budaiya,26.2156292,50.4523545,5baz Albday3,26.212559401182784,50.450898088847985,Bakery
Budaiya,26.2156292,50.4523545,Middle East Grills,26.213733327164913,50.45078197344549,Middle Eastern Restaurant
Budaiya,26.2156292,50.4523545,Aljehed restaurant,26.21315,50.45105,Indian Restaurant
Budaiya,26.2156292,50.4523545,Al budaiya fresh fish centre,26.213039215159647,50.44900493012621,Seafood Restaurant
Budaiya,26.2156292,50.4523545,Al Naema For Fruits And Vegetables,26.213024,50.451015,Vegetarian / Vegan Restaurant
Budaiya,26.2156292,50.4523545,Al etimad cafeteria,26.21415495244053,50.45063556737905,Cafeteria
Budaiya,26.2156292,50.4523545,حلويات حمد يوسف شويطر,26.21313,50.449893,Dessert Shop
Budaiya,26.2156292,50.4523545,Dream Cafetria,26.212818014644007,50.45108993216431,Cafeteria
Budaiya,26.2156292,50.4523545,المجلس,26.211085,50.449036,Tea Room
Budaiya,26.2156292,50.4523545,جان برقر لوص.,26.212095,50.45071,Burger Joint
Jid Ali,26.2206802,50.5056072,Alabraaj,26.220829,50.50645,Restaurant
Jid Ali,26.2206802,50.5056072,Uptown Village,26.221065509648152,50.50496810723243,Diner
Jid Ali,26.2206802,50.5056072,YaSalam!,26.220997040660723,50.50496279573473,American Restaurant
Jid Ali,26.2206802,50.5056072,Box it - Budayaa,26.221037,50.505113,Asian Restaurant
Jid Ali,26.2206802,50.5056072,alameer restaurant (مطعم الامير),26.221057410146475,50.50495330266606,Breakfast Spot
Jid Ali,26.2206802,50.5056072,Shahnameh (شاهنامه),26.2212,50.504534,Persian Restaurant
Jid Ali,26.2206802,50.5056072,Mini Delights,26.22069443635181,50.50491029601108,Cupcake Shop
Jid Ali,26.2206802,50.5056072,Boxit Restaurant,26.220975074378316,50.50493050762386,Italian Restaurant
Jid Ali,26.2206802,50.5056072,Box It,26.21913836748488,50.500660950577405,Italian Restaurant
Jid Ali,26.2206802,50.5056072,Turkey Hill Ice Creamery @ Uptown Village,26.221328560663938,50.50397872924805,Ice Cream Shop
Jid Ali,26.2206802,50.5056072,Bab Alharah restaurant,26.220444643757965,50.50644639733688,Asian Restaurant
Jid Ali,26.2206802,50.5056072,Sugar Pie Bakery,26.220941315476853,50.505344847135916,Bakery
Jid Ali,26.2206802,50.5056072,Yummylicious,26.22046,50.501775,Dessert Shop
Jid Ali,26.2206802,50.5056072,Fresco,26.22136761366656,50.502712598440354,Juice Bar
Jid Ali,26.2206802,50.5056072,Wingman,26.221366,50.502706,Wings Joint
Jid Ali,26.2206802,50.5056072,The Fat Cow,26.2204859125367,50.50136512217755,Burger Joint
Jid Ali,26.2206802,50.5056072,C+ Café,26.21961040771314,50.510247292634446,Coffee Shop
Jid Ali,26.2206802,50.5056072,My House Cafe & Resturant,26.2191,50.5014,Café
Jid Ali,26.2206802,50.5056072,meals time,26.219453149915008,50.50999877722898,Fast Food Restaurant
Jid Ali,26.2206802,50.5056072,Round table pizza,26.22151,50.502766,Pizza Place
Jid Ali,26.2206802,50.5056072,Mashawi Al-Abraaj,26.2207672975604,50.50327696688281,Diner
Jid Ali,26.2206802,50.5056072,Baskin-Robbins,26.220828629542122,50.500911460152516,Ice Cream Shop
Jid Ali,26.2206802,50.5056072,مطعم فريگ الحطب,26.220694,50.50306,Breakfast Spot
Jid Ali,26.2206802,50.5056072,Venus Cafe,26.219508,50.510221,Café
Jid Ali,26.2206802,50.5056072,Seasons country mall,26.21952,50.51001,American Restaurant
Jid Ali,26.2206802,50.5056072,KFC - Budaiya,26.220839990017947,50.50083382046831,Fast Food Restaurant
Jid Ali,26.2206802,50.5056072,Burger King - Country Mall,26.21942221255391,50.51021663173609,Fast Food Restaurant
Jid Ali,26.2206802,50.5056072,Caribou Coffee,26.22138432708657,50.502495826473734,Coffee Shop
Jid Ali,26.2206802,50.5056072,دجاج كنتاكي | KFC,26.220895767211914,50.50052261352539,Fried Chicken Joint
Jid Ali,26.2206802,50.5056072,بانوش العرب,26.220904,50.500641,Seafood Restaurant
Jid Ali,26.2206802,50.5056072,Gocc,26.221331,50.502825,Dessert Shop
Jid Ali,26.2206802,50.5056072,Wholesale Restaurant,26.221079,50.502514,Indian Restaurant
Jid Ali,26.2206802,50.5056072,Al Abraaj Resturant,26.220794510738262,50.50315812162174,Middle Eastern Restaurant
Jid Ali,26.2206802,50.5056072,Pasta Express,26.220403,50.503062,Restaurant
Jid Ali,26.2206802,50.5056072,ParisDream,26.221337,50.50277,Bakery
Jid Ali,26.2206802,50.5056072,Costa Coffee,26.21936954820621,50.51021465639396,Coffee Shop
Jid Ali,26.2206802,50.5056072,Wholesale Little Chef Restaurant,26.220626527470717,50.502893329130345,Restaurant
Jid Ali,26.2206802,50.5056072,Al Jalboot Fish Restaurant,26.219084019087067,50.50158482984414,Seafood Restaurant
Jid Ali,26.2206802,50.5056072,يم يم تري كاونتري مول,26.219443,50.509819,Restaurant
Jid Ali,26.2206802,50.5056072,كفتيريا أبو حسن,26.220843,50.50105,Restaurant
Jid Ali,26.2206802,50.5056072,SEASONS Resturant (مطعم سيسونز),26.219831,50.509752,Italian Restaurant
Jid Ali,26.2206802,50.5056072,Little Ceasars,26.22083017087557,50.50060537248143,Pizza Place
Jid Ali,26.2206802,50.5056072,Al-Sultan Grill,26.21909878259462,50.504177629491274,BBQ Joint
Jid Ali,26.2206802,50.5056072,قهوة المدير,26.219234466552734,50.50859451293945,Café
Jid Ali,26.2206802,50.5056072,Chutney's,26.219833509907733,50.51000383054571,Asian Restaurant
Jid Ali,26.2206802,50.5056072,Cinnabon,26.219442089669027,50.510029792785645,Café
Jid Ali,26.2206802,50.5056072,بوكادو,26.219566113653947,50.509776431700054,Arepa Restaurant
Jid Ali,26.2206802,50.5056072,Atayeb Restaurant,26.222799,50.508332,Tibetan Restaurant
Jid Ali,26.2206802,50.5056072,Alshorfa Resturant,26.220722,50.499477,Middle Eastern Restaurant
Bahrain Bay,26.2480798,50.5808168,Bay View Lounge,26.247214496802865,50.5816766639375,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,CUT by Wolfgang Puck,26.246654961219765,50.58155010276086,Steakhouse
Bahrain Bay,26.2480798,50.5808168,The Cheesecake Factory (ذي شيز كيك فاكتوري),26.245558,50.58479,American Restaurant
Bahrain Bay,26.2480798,50.5808168,Oishi (أويشي),26.245033,50.58423,Japanese Restaurant
Bahrain Bay,26.2480798,50.5808168,Blanco Cafe (بلانكو كافيه),26.249435,50.577992,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Five Guys,26.246464591783326,50.585469569259054,Burger Joint
Bahrain Bay,26.2480798,50.5808168,Raising Cane's,26.2457,50.5851,Fried Chicken Joint
Bahrain Bay,26.2480798,50.5808168,Starbucks,26.2451082,50.5844414,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,% ARABICA (٪؜ أرابيكا),26.247722040262015,50.5859261380365,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Rever (ريڤير),26.248902,50.578854,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Dar Noura,26.247224,50.585938,Restaurant
Bahrain Bay,26.2480798,50.5808168,Nov18 Cafe,26.247959,50.577819,Café
Bahrain Bay,26.2480798,50.5808168,Tea Club,26.245923,50.584979,Tea Room
Bahrain Bay,26.2480798,50.5808168,New Fish Lounge,26.247056,50.585718,Fish & Chips Shop
Bahrain Bay,26.2480798,50.5808168,Nov18 Cafe,26.248049,50.577874,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Texas Roadhouse,26.246861159765245,50.58548228564232,American Restaurant
Bahrain Bay,26.2480798,50.5808168,Agaily & Karak,26.249489,50.577488,Café
Bahrain Bay,26.2480798,50.5808168,Pinkberry,26.24517854762335,50.584832133148815,Frozen Yogurt Shop
Bahrain Bay,26.2480798,50.5808168,Patchi Cafe,26.244551,50.583796,Café
Bahrain Bay,26.2480798,50.5808168,The Food Hall,26.245567,50.58464,Food Court
Bahrain Bay,26.2480798,50.5808168,V60 Speciality Coffee,26.249685,50.57771,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,جمال شويطر,26.247917,50.58572,Dessert Shop
Bahrain Bay,26.2480798,50.5808168,Caribou Coffee,26.249944,50.583287,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Starbucks El Balcon,26.247645,50.585823,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Theatre By Rhodes,26.248040568791538,50.58589682704627,Movie Theater
Bahrain Bay,26.2480798,50.5808168,Atmosphere Resturant,26.246149953857497,50.5774164562382,Restaurant
Bahrain Bay,26.2480798,50.5808168,Joe’s Cafe,26.245631,50.585045,Café
Bahrain Bay,26.2480798,50.5808168,dose,26.25072,50.584156,Café
Bahrain Bay,26.2480798,50.5808168,Caribou Coffee,26.24782619863579,50.58572288274592,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Four Season Bahrain Bay Kitchen,26.247126600505663,50.58174869758749,Buffet
Bahrain Bay,26.2480798,50.5808168,P. F. Chang’s,26.244356696201123,50.58394294097957,Chinese Restaurant
Bahrain Bay,26.2480798,50.5808168,Simit Sarayi,26.247902,50.585583,Bagel Shop
Bahrain Bay,26.2480798,50.5808168,Starbucks,26.2473395,50.5859035,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Shake Shack,26.247081841468773,50.58554725187919,Burger Joint
Bahrain Bay,26.2480798,50.5808168,KATSUYA (كاتسويا),26.244879843818477,50.58435297068455,Sushi Restaurant
Bahrain Bay,26.2480798,50.5808168,Bebabel (ب بابل),26.244565513033464,50.58413920881182,Middle Eastern Restaurant
Bahrain Bay,26.2480798,50.5808168,Lumee (لومي),26.246162208706558,50.58533683330279,Middle Eastern Restaurant
Bahrain Bay,26.2480798,50.5808168,Angelina,26.247845,50.58555,Café
Bahrain Bay,26.2480798,50.5808168,The Orangery,26.246401088064335,50.585408237543575,Café
Bahrain Bay,26.2480798,50.5808168,Joe's Café (جوز كافيه),26.246166872229736,50.585331703454564,Café
Bahrain Bay,26.2480798,50.5808168,Starbucks Reserve (ستاربكس ريزيرڤ),26.247791839045586,50.58576165196895,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Cafe Bazza,26.247238319512178,50.58559532786643,Café
Bahrain Bay,26.2480798,50.5808168,Fm Location Restaurant & Cafe,26.249424,50.578824,Hookah Bar
Bahrain Bay,26.2480798,50.5808168,Emirgan Sütiş,26.246468387896545,50.585420276332115,Turkish Restaurant
Bahrain Bay,26.2480798,50.5808168,Asha’s,26.245107747774192,50.58472868773588,Indian Restaurant
Bahrain Bay,26.2480798,50.5808168,Dose دوز,26.24779640286727,50.585750121679375,Coffee Shop
Bahrain Bay,26.2480798,50.5808168,Melenzane,26.24774222731443,50.58588160929137,Italian Restaurant
Bahrain Bay,26.2480798,50.5808168,Blaze Pizza,26.247804840242736,50.58577920669493,Pizza Place
Bahrain Bay,26.2480798,50.5808168,Raising Cane’s,26.2477774021623,50.58575423295881,Fried Chicken Joint
Bani Jamra,26.2135,50.46196,La Divans Cafe,26.214899,50.466117,Café
Bani Jamra,26.2135,50.46196,خباز فريق المقبرة,26.212558,50.458395,Bakery
Bani Jamra,26.2135,50.46196,Raidan Restaurant,26.216085872194302,50.46508350559805,Middle Eastern Restaurant
Bani Jamra,26.2135,50.46196,Manseyya Samboosa,26.21248964896533,50.45795629506212,Breakfast Spot
Bani Jamra,26.2135,50.46196,زهرة الدراز,26.21624364403283,50.46161698363623,Fast Food Restaurant
Bani Jamra,26.2135,50.46196,AlSaqi Café,26.21802,50.461559,Café
Bani Jamra,26.2135,50.46196,Najmat AlMatrook Cafeteria,26.208937,50.456761,Cafeteria
Bani Jamra,26.2135,50.46196,hayat Corn,26.21225192420032,50.458900479536354,Vegetarian / Vegan Restaurant
Bani Jamra,26.2135,50.46196,كفتيريا بوابة الديرة,26.21259,50.458444,Restaurant
Bani Jamra,26.2135,50.46196,مطعم زُحَل,26.216882039484354,50.45904185599141,Breakfast Spot
Bani Jamra,26.2135,50.46196,"محلات العلوي ""جزار""",26.216153681521877,50.465121808071025,Steakhouse
Bani Jamra,26.2135,50.46196,Alwefaq Vegetable Store,26.217051633284093,50.459233724554,Vegetarian / Vegan Restaurant
Bani Jamra,26.2135,50.46196,كفتريا الوقار- بني جمرة,26.209297,50.456995,Breakfast Spot
Bani Jamra,26.2135,50.46196,Bibo Burger,26.211590751334416,50.457405948189056,Burger Joint
Bani Jamra,26.2135,50.46196,AlSefrah AlThhabiya,26.212463124087378,50.458107767537285,Middle Eastern Restaurant
Bani Jamra,26.2135,50.46196,Alhaidria Cafeteria,26.217102,50.459188,Cafeteria
Bani Jamra,26.2135,50.46196,برادة الموسوي,26.217996965364563,50.461510946854006,Snack Place
Bani Jamra,26.2135,50.46196,Burger Land,26.213497997628824,50.463727658323016,Restaurant
Bani Jamra,26.2135,50.46196,سمبوسه-بني جمره,26.212431609797317,50.460213273325714,Indian Restaurant
Barbar,26.2261951,50.48416050359492,Village Pan,26.228477,50.480835,Juice Bar
Barbar,26.2261951,50.48416050359492,Al Karam Al Arabi,26.229319,50.480174,Pizza Place
Barbar,26.2261951,50.48416050359492,خباز باربار,26.229552477127815,50.48090859988855,Bakery
Barbar,26.2261951,50.48416050359492,مشويات الحمرية,26.229285,50.480747,BBQ Joint
Barbar,26.2261951,50.48416050359492,Alhamriya Grill,26.229303,50.480727,Middle Eastern Restaurant
Barbar,26.2261951,50.48416050359492,سندوتشات الثقلين,26.229249954223633,50.480194091796875,Sandwich Place
Bilad Al Qadeem,26.2146086,50.5652048,CupCream,26.21350370094191,50.564378087160115,Ice Cream Shop
Bilad Al Qadeem,26.2146086,50.5652048,subcorner (ساب كورنر),26.214268,50.564986,Fried Chicken Joint
Bilad Al Qadeem,26.2146086,50.5652048,Fareeg Bin Aqool,26.215709,50.564913,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,مطعم فريج بن عاقول,26.21388539174181,50.564805935216626,Breakfast Spot
Bilad Al Qadeem,26.2146086,50.5652048,فلافل شعبان,26.214186,50.565124,Breakfast Spot
Bilad Al Qadeem,26.2146086,50.5652048,Ambrosini Burger,26.213411,50.56443,Burger Joint
Bilad Al Qadeem,26.2146086,50.5652048,Dairy Queen,26.218944979098943,50.566736855311014,Ice Cream Shop
Bilad Al Qadeem,26.2146086,50.5652048,Rice & Grill,26.213808672855798,50.564765473059204,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Baskin-Robbins,26.210069005661406,50.56737027804607,Ice Cream Shop
Bilad Al Qadeem,26.2146086,50.5652048,زيزينيا,26.21505863778774,50.56556923821548,Café
Bilad Al Qadeem,26.2146086,50.5652048,Hadag Restaurant,26.212911391352478,50.563344061374664,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Pizza Hut,26.211831247180776,50.566056450935065,Pizza Place
Bilad Al Qadeem,26.2146086,50.5652048,La Chocolat,26.21881298577593,50.564628913471935,Café
Bilad Al Qadeem,26.2146086,50.5652048,La Maison Du Cafe Zinj,26.210525601168435,50.56645479048472,Café
Bilad Al Qadeem,26.2146086,50.5652048,Yum Yum Kids,26.212614,50.561733,Fast Food Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Shubra Pizza&Pasteries,26.217157579061972,50.56993978459916,Pizza Place
Bilad Al Qadeem,26.2146086,50.5652048,Al 7azawi Cafe,26.218534173997988,50.56805542881871,Café
Bilad Al Qadeem,26.2146086,50.5652048,مقهى الستين,26.219122567002536,50.5676181195337,Café
Bilad Al Qadeem,26.2146086,50.5652048,Black Pepper,26.21846782593352,50.568060125064925,Sandwich Place
Bilad Al Qadeem,26.2146086,50.5652048,Kalavara Restaurant,26.218665061461422,50.56811886350628,Indian Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Persian Garden Restaurant,26.21846663983571,50.568086144358745,Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,بشرى سمبوسة,26.217004548954357,50.56929233989256,Vegetarian / Vegan Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Lolly Cafeteria,26.216730355412285,50.56890286467647,Cafeteria
Bilad Al Qadeem,26.2146086,50.5652048,Al Rabah Brosted & Pastries,26.216904,50.56925,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Zezenya cafe,26.212556628554488,50.567117379585056,Café
Bilad Al Qadeem,26.2146086,50.5652048,فلفله Felfela,26.21972500257549,50.56720842291277,Sandwich Place
Bilad Al Qadeem,26.2146086,50.5652048,خباز منديل,26.217951107450993,50.56930245616438,Bakery
